channel_id,label,wd_item,wd_class,country,language,tier_reason
UCsFjaBWoy4DwVxRwETX-zJQ,Perspective,Q105296727,newspaper,Belarus,Russian,topic
UCsLrO-k2UYF5VGPluHRLg2A,Real News,Q136434469,newspaper,Greece,Greek,topic+title
UCsN32BtMd0IoByjJRNF12cw,60 Minutes,Q247869,mass media|news media|news program,,,topic+title
UCsVZWCV-LutMa89JgR8-KGw,Business Day,Q16733394,newspaper,Nigeria,English,topic
UCsZYUb8C_19bWOCKF9jRwSg,The Globe and Mail,Q604525,newspaper,Canada,English,topic+title
UCs_xNajKMU60fbeIhcxStoA,Azattyk,Q4387375,mass media|news media|news website|newspaper|online newspaper|radio station,Kyrgyzstan,Russian,topic
UCsph3s-7LZi2ZaaKdecDsaQ,Telugu Vaadi TV,Q137381615,newspaper,India,Telugu,topic+title
UCt-3MJ1V5CmAdU_MsGxJADg,Vyorstka,Q120931664,mass media|news media|news website|newspaper|online newspaper,Russia,,topic
UCt4hQN98wsganRoLcoScfUw,Abante,Q4663413,newspaper,,,topic+title
UCt4t-jeY85JegMlZ-E5UWtA,Aaj Tak,Q3396358,mass media|news media|television channel,India,Hindi,topic+title
UCt7k7y_xTkkc1Jeh7cdAjDQ,SinEmbargo,Q111978975,mass media|media company|news agency|news media|news website,Mexico,,topic+title
UCtJ4mlxwCaqFf23KsuOjcKQ,North Coast Journal,Q7054861,newspaper,United States,English,topic+title
UCtJk8WNzhAu37r-QBmY7pRA,La Croix,Q1230298,newspaper,France,French,topic+title
UCtTSYCBRRUStmL2oQLaqbDQ,The New Arab,Q20389499,newspaper,United Kingdom,,topic+title
UCtaaO8SWt-9Y9fCWBS4bfHQ,Q111983046,Q111983046,newspaper,Belarus,Russian,topic
UCteIrzfODZb4QsusQEpaEeg,Q137756361,Q137756361,mass media|news media|news website|newspaper|online newspaper,Angola,,topic
UCtk3CVOeFCUSDXBUow_ZJzA,Awp Finanznachrichten,Q309955,mass media|media company|news agency|news media,Switzerland,,topic+title
UCtlncJ34t2gqqZEWgqUdm5w,Qué Pasa,Q7269704,mass media|news media|news website|newspaper,United States,Spanish,topic
UCttMFq0uHUu-LKfYiWpEfwQ,Investigative Post,Q132561277,mass media|media company|news agency|news media,United States,,topic+title
UCtvU8QAYnxFGCH7v9-dUOYw,Yeni Müsavat,Q12847974,newspaper,Azerbaijan,Azerbaijani,topic+title
UCtz9vZo12fpy-wV1JKBoFwA,La Voz del Sur,Q125389603,newspaper,Spain,Spanish,topic
UCu6O9MhKi6m7pgJcchrkxjA,All Israel News,Q120434736,mass media|news media|news website,Israel,,topic+title
UCu7qsdVTUWcI_PclOr8z51Q,BBC Pashto,Q22906666,mass media|news media,,Pashto,topic+title
UCu9AwrlzInpVr2fdN6d_OBg,The Daily Texan,Q7728725,magazine|mass media|newspaper,United States,English,topic+title
UCuFFtHWoLl5fauMMD5Ww2jA,CBC News,Q2931014,mass media|media company|news agency|news media|news website,Canada,,topic+title
UCuLruQX4dTXn89WS9A3ccJg,Taiwan News,Q697286,mass media|news media|news website|newspaper|online newspaper,Taiwan,English,topic+title
UCuTAXTexrhetbOe3zgskJBQ,NTV News24,Q11504671,mass media|news media|news website|television channel|television station,Japan,Japanese,topic
UCuXTBSSq9Zy8-K6aojC2g-Q,Brestskaya Gazeta,Q31213431,newspaper,Belarus,Russian,topic
UCuXtvibaS4-y5oX7O8S51-w,Malaysia Post,Q125055397,mass media|news media|news website,,Standard Malay,topic+title
UCudaVg7_tLsKzdg0fWko2bg,Q130482759,Q130482759,mass media|news media|news website,United States,,topic
UCulMpldMEQVIM6PMc8sffyQ,HuffPost Greece,Q104413855,mass media|news media|news website|newspaper|online newspaper,Greece,Greek,topic+title
UCun2Dl8daN--PBivgQJZn_w,T24,Q21525554,mass media|news media|news website|newspaper|online newspaper,Turkey,,topic+title
UCuyRsHZILrU7ZDIAbGASHdA,ThePrint,Q85806279,mass media|news media|news website|newspaper|online newspaper,India,English,topic+title
UCuzoe7B4zeAKhdhcNKsQJ1w,Dhaka Post,Q110078778,newspaper,Bangladesh,,topic+title
UCv-OywQAsgCCIBo9C-oDFJw,Q125946974,Q125946974,mass media|news media|news website,Belgium,,topic
UCvAnclelY8eSq8GyPE19KTw,The National News Desk,Q105638444,mass media|news media|news website,,,topic+title
UCvCJXnvk9z14oVoEz_Le53Q,Nikkey Shimbun,Q11324439,newspaper,Brazil,Japanese,topic
UCvGFcGHY8-m3Dp-l5InP67g,ISKCON News,Q136612442,mass media|media company|news agency|news media,United States,,topic+title
UCvH2Z058LcWD3TwLGPHx5SA,Real Time,Q113284092,mass media|news media|news website|newspaper|online newspaper,Russia,Russian,topic
UCvNnATyRccJk-qobf2icJlg,News 24/7,Q108393851,mass media|news media|news website,Greece,,topic
UCvQmPpU20hw1Trss_CVwaew,HaHadashot 13,Q4483504,mass media|news media|news program,,,topic+title
UCvS_93KzemYz-SqXT5slFFA,Azadliq,Q16252405,mass media|news media|news website|newspaper|online newspaper|radio station,Azerbaijan,Azerbaijani,topic
UCvWW_MX25BSnpVElZX3vIgQ,Việt Báo,Q10832592,mass media|news media|news website|newspaper|online newspaper,Vietnam,Vietnamese,topic
UCvbex9jMX6WqPOcZt8DGDhg,The Catholic Times,Q109535593,newspaper,South Korea,,topic
UCvd1pcBIblzC_XTBoDHwGvw,Azerbaijan State News Agency,Q4832400,mass media|media company|news agency|news media,Azerbaijan,,topic
UCvgyWIKyLtdltfjSUAcM6EQ,Independent Nigeria,Q7728661,newspaper,Nigeria,,topic+title
UCvixJtaXuNdMPUGdOPcY8Ag,The David Pakman Show,Q7729118,mass media|news media|news program,,English,topic+title
UCvkCtT-QitYADvrlixoQlZw,Caixin Media,Q5017958,magazine|mass media|media company|news media|news website|newspaper|online newspaper,People's Republic of China,English,topic+title
UCvsU0EGXN7Su7MfNqcTGNHg,infobae,Q5915760,mass media|news media|news website|newspaper|online newspaper,Argentina,Spanish,topic+title
UCw3fku0sH3qA3c3pZeJwdAw,Daily Mail,Q210534,mass media|news media|news website|newspaper|online newspaper,United Kingdom,English,topic+title
UCw4zJAalpT4febaMg-G8A2w,African Press Agency,Q105977461,mass media|media company|news agency|news media|news website|newspaper|online newspaper,Senegal,,topic
UCw572heLSpa-A1jBGFS80Aw,Ciudad CCS,Q5124137,newspaper,,Spanish,topic+title
UCw9z2d-rDfXEznu7BAiSfEQ,Vermont Daily Chronicle,Q140374907,mass media|news media|news website,United States,,topic+title
UCwBK7Cdk0wq8rCjxcvaoHzg,Argus News,Q126888080,mass media|media company|news agency|news media,India,,topic+title
UCwJXtk_1CKlCrh7YJDP2uPw,Kyodo News,Q779730,mass media|media company|news agency|news media,Japan,,topic+title
UCwWhs_6x42TyRM4Wstoq8HA,The Daily Show,Q824192,mass media|news media|news program,,,topic+title
UCwXewCWwaK1-yec8niJLrqg,China Digital Times,Q2526385,mass media|news media|news website|newspaper|online newspaper,United States,English,topic
UCwd_6g5HiD0T9UAgbwPKiKw,European Pravda,Q108320646,mass media|news media|news website|newspaper|online newspaper,,,topic
UCweBO4bfRZgu33OMPYlehlg,Croatian Radiotelevision,Q912735,public broadcaster,Croatia,,topic
UCweazGp3k_3wHOCeTsQsyog,il Napolista,Q139270313,mass media|news media|news website|newspaper|online newspaper,Italy,Italian,topic+title
UCwsXkG4LatsF7u_b8dU1p-w,Banouto,Q119889397,newspaper,Benin,French,topic+title
UCwshB3pFGce9MXx5fNctfIw,MiTV,Q131376063,mass media|news media|television channel,Nigeria,,topic+title
UCwvYXsl5CRwUgEgX9LQIz2w,Qafqazinfo,Q20823494,mass media|news media|news website|newspaper|online newspaper,Azerbaijan,Russian,topic+title
UCwww51YntaG3hUj-QlqWd8A,Kwangju Daily,Q113654994,newspaper,South Korea,Korean,topic
UCx-OXbNC65Rn3v2VV4XxfDA,Vineyard Gazette,Q7932485,newspaper,United States,,topic+title
UCxRRM69jQ6x8m2_OIECPFDA,Warta,Q124170977,mass media|news media,Belarus,Belarusian,topic+title
UCxWyU7ivxH_oE1ocuzaPLtg,Deduktif Indonesia,Q126951383,mass media|news media|news website,Indonesia,Indonesian,topic+title
UCxaPn-OJIG6FY2oM1TB0ZSw,Asia-Plus,Q16962241,mass media|media company|news agency|news media,Tajikistan,English,topic+title
UCxdpqtb0HIOdH7RGyfgmJbA,Demirören News Agency,Q683816,mass media|media company|news agency|news media,Turkey,,topic+title
UCxm0tptjIc76-i26EKQ9NpA,InfoMoney,Q121141771,mass media|news media|news website|newspaper|online newspaper,Brazil,Brazilian Portuguese,topic+title
UCxshhzR907v2w6DjICyAgLQ,Q64821996,Q64821996,mass media|media company|news agency|news media,Italy,English,topic
UCxwiLCHJh-UmXyFFVR_BEKg,Al-Ahram Weekly,Q424967,newspaper,Egypt,,topic
UCxy9pdKhihF_JfFNkkJkmkw,Almal News,Q12205263,newspaper,Egypt,,topic
UCyAQQG0yIdY7uHCTmH4cUMw,Atlántico Diario,Q3394943,newspaper,Spain,Spanish,topic+title
UCyIMsCzDRm8_y_6wM26_PWQ,TVRI,Q1973495,mass media|media company|news agency|news media|public broadcaster,Indonesia,,topic+title
UCyTDJHSzuKZ2JZO41c5Do1A,Radio Ozodi,Q137460576,mass media|media company|news agency|news media,,,topic
UCyUr8PM0PFwYQAy5yUPH36Q,Radio Republik Indonesia,Q3113375,mass media|media company|news agency|news media|public broadcaster,Indonesia,,topic
UCyYXLQJvKsiq3-5De9hJwrg,Fergana,Q108170523,mass media|media company|news agency|news media,Russia,English,topic
UCycCFH064HuwU1MQVY5l4gw,Jobat,Q1809743,newspaper,Belgium,,topic+title
UCyjsEEv1m_h7djEWyiqen9A,Document.no,Q5287621,mass media|news media|news website|newspaper|online newspaper,Norway,Nynorsk,topic+title
UCypAIPkMIuQCIxThipZTjsA,Q131703827,Q131703827,newspaper,,Greek,topic
UCyscVWiJELkATSuU-RF2NLg,Alhurra,Q287331,mass media|public broadcaster|television channel|television station,United States,,topic+title
UCywzC-uE_4uVMDIan9Av5uQ,The New Humanitarian,Q1665444,mass media|media company|news agency|news media,Kenya,,topic+title
UCyzTvWz9OiTZ9ZpFAH5vYMg,Stigler News Sentinel,Q55668522,newspaper,United States,,topic+title
UCz8FnLDbCO0tFAMRM72cMkQ,La Posta,Q57768245,mass media|news media|news website|newspaper|online newspaper,Ecuador,,topic+title
UCz8K1occVvDTYDfFo7N5EZw,Law & Crime,Q104007059,mass media|news media|news website,United States,,topic+title
UCzI8K9xO_5E-4iCP7Km6cRQ,Just the News by Faye D'Souza,Q113977266,mass media|news media,India,English,topic+title
UCzNoqZgw9dyxyJgFhFjVXrg,The News Record,Q97050216,magazine|mass media|newspaper,United States,English,topic+title
UCzSTG-QwiLgCDBPhMVkc6zA,Digital Business,Q138042483,mass media|news media,,English,topic+title
UCzV4UxUG1l7KyQUwD489XEQ,NoticiasTrabajo,Q125822421,mass media|news media|news website|newspaper|online newspaper,Spain,Spanish,topic+title
UCzb4UwTNHh9QWcfLAk8tpbQ,Jeonnam Ilbo,Q623642,newspaper,South Korea,Korean,topic
UCzlTj24m5rzJp6ys4d0A1vg,The Witness,Q3523400,newspaper,,,topic+title
UC0bfIroc2-_mtVl2Wy4A1Zg,Nikkan Gendai,Q11504939,newspaper,,Japanese,topic:alt
UC5zqLNazArotJH7Y08DEigQ,TVC News,Q28401298,mass media|news media|television station,Nigeria,English,topic+title:alt
UC9i9MykBsGU1wAPRmbW9Tsw,Niconico News,Q11324223,mass media|news media|news website,Japan,,topic:alt
UClQX249svALik-k4fiWoJgQ,Xinhua News Agency,Q204839,mass media|media company|news agency|news media,People's Republic of China,,topic:alt
UCGttrUON87gWfU6dMWm1fcA,Q743162,Q743162,columnist|journalist|podcaster|pundit,United States,,canonical:alt
